player_id,gp,pass_att,pass_cmp,pass_yd,pass_td,pass_int,pass_sack,pass_air_yd,pass_rz_att,rush_att,rush_yd,rush_td,rush_btkl,rush_yac,rush_rz_att,rush_tkl_loss,rec,rec_tgt,rec_yd,rec_td,rec_air_yd,rec_yar,rec_drop,rec_rz_tgt,fum,fum_lost,st_td,off_snp,tm_off_snp,bonus_pass_yd_300,bonus_pass_yd_400,bonus_rush_yd_100,bonus_rush_yd_200,bonus_rec_yd_100,bonus_rec_yd_200,season,position,points_freedom,points_uww,ppg_freedom,ppg_uww,pos_rank_freedom_tot,pos_rank_freedom_per,rank_freedom_tot,rank_freedom_per,pos_rank_uww_tot,pos_rank_uww_per,rank_uww_tot,rank_uww_per,starter_freedom,starter_uww
13825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
6723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
5848,16.0,,,,,,,,,1.0,1.0,,,,,,58.0,100.0,769.0,8.0,495.0,274.0,6.0,10.0,,,,826.0,1055.0,,,,,1.0,,2020,WR,185.0,185.0,11.6,11.6,33.0,44.0,76.0,114.0,33.0,44.0,74.0,107.0,False,True
11169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
8250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
6598,1.0,,,,,,,,,,,,,,,,1.0,2.0,5.0,,4.0,1.0,1.0,1.0,,,,5.0,77.0,,,,,,,2020,WR,1.5,1.5,1.5,1.5,186.0,155.0,471.0,393.0,186.0,155.0,466.0,387.0,False,False
12090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
13662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
7101,7.0,,,,,,,,,41.0,156.0,1.0,4.0,60.0,7.0,5.0,9.0,11.0,59.0,,13.0,46.0,1.0,1.0,1.0,,,135.0,459.0,,,,,,,2020,RB,36.5,36.5,5.2,5.2,83.0,70.0,297.0,251.0,83.0,70.0,296.0,251.0,False,False
12715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
4650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
13328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
10857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
9229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
6770,10.0,404.0,264.0,2688.0,13.0,5.0,32.0,1560.0,54.0,37.0,142.0,3.0,3.0,23.0,9.0,1.0,,,,,,,,,9.0,4.0,,741.0,761.0,4.0,1.0,,,,,2020,QB,185.7,158.0,18.6,15.8,22.0,14.0,75.0,25.0,22.0,17.0,100.0,49.0,False,True
11624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
11994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
8624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
7915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
11543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
13139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
10227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
10214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
8153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
7308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
5107,14.0,,,,,,,,,9.0,28.0,,,14.0,3.0,,9.0,14.0,46.0,,-10.0,56.0,3.0,,,,,122.0,968.0,,,,,,,2020,RB,16.4,16.4,1.2,1.2,102.0,112.0,362.0,409.0,102.0,112.0,363.0,405.0,False,False
4179,1.0,5.0,4.0,2.0,,,,-11.0,2.0,2.0,20.0,,,,,,,,,,,,,,,,,9.0,69.0,,,,,,,2020,QB,2.1,2.0,2.1,2.0,62.0,57.0,460.0,360.0,61.0,56.0,461.0,367.0,False,False
13888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
11216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
10866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
6037,3.0,40.0,27.0,295.0,2.0,4.0,1.0,213.0,4.0,5.0,-5.0,,,,1.0,,,,,,,,,,1.0,,,88.0,917.0,,,,,,,2020,QB,11.3,9.4,3.8,3.1,54.0,52.0,390.0,297.0,53.0,51.0,397.0,317.0,False,False
3859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
12499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
9503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
4055,4.0,,,,,,,,,,,,,,,,11.0,19.0,146.0,2.0,129.0,17.0,1.0,3.0,,,,134.0,280.0,,,,,,,2020,TE,37.6,37.6,9.4,9.4,51.0,15.0,291.0,156.0,51.0,14.0,291.0,149.0,False,False
6142,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,363.0,,,,,,,2020,TE,0.0,0.0,0.0,0.0,97.0,97.0,484.0,484.0,97.0,97.0,483.0,483.0,False,False
13013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
11201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
12528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
12222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
606,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,2020,QB,0.0,0.0,0.0,0.0,71.0,71.0,484.0,484.0,70.0,70.0,483.0,483.0,False,False
13595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
11299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
11901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
14068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
9221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
3486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
8747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
13779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
8690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
6895,13.0,,,,,,,,,,,,,,,,20.0,35.0,349.0,2.0,264.0,85.0,3.0,3.0,,,,371.0,865.0,,,,,,,2020,WR,66.9,66.9,5.1,5.1,95.0,104.0,225.0,254.0,95.0,104.0,225.0,254.0,False,False
11380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
3163,15.0,552.0,370.0,3952.0,20.0,13.0,23.0,1821.0,53.0,51.0,99.0,4.0,,6.0,7.0,1.0,,,,,,,,,7.0,4.0,,1075.0,1076.0,6.0,,,,,,2020,QB,250.0,210.9,16.7,14.1,18.0,21.0,40.0,47.0,18.0,25.0,56.0,78.0,False,True
12891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
8858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
7951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
12151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
4832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
13240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
3770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
4039,15.0,,,,,,,,,4.0,33.0,,,6.0,,1.0,92.0,124.0,974.0,3.0,464.0,510.0,6.0,12.0,1.0,1.0,,864.0,1076.0,,,,,3.0,,2020,WR,214.7,214.7,14.3,14.3,25.0,30.0,58.0,79.0,25.0,30.0,55.0,73.0,True,True
3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
7462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
11410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
7610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
4777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
6846,5.0,,,,,,,,,,,,,,,,1.0,3.0,44.0,,32.0,12.0,,1.0,,,,26.0,323.0,,,,,,,2020,TE,5.4,5.4,1.1,1.1,83.0,75.0,427.0,417.0,83.0,75.0,424.0,413.0,False,False
12483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
6223,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,134.0,,,,,,,2020,WR,0.0,0.0,0.0,0.0,188.0,188.0,484.0,484.0,188.0,188.0,483.0,483.0,False,False
13849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
12800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
12013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
13313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
7568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
13776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
14041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
5985,16.0,,,,,,,,,,,,,,,,7.0,9.0,140.0,2.0,89.0,51.0,,1.0,,,,261.0,1100.0,,,,,,,2020,TE,33.0,33.0,2.1,2.1,53.0,63.0,302.0,360.0,53.0,63.0,302.0,359.0,False,False
11158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
3340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
13410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
4463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
11601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
14040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
12953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
7563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
13429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
7503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
8190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
13904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
5162,2.0,,,,,,,,,12.0,69.0,,,20.0,1.0,,2.0,2.0,18.0,1.0,-2.0,20.0,,1.0,,,,23.0,134.0,,,,,,,2020,RB,16.7,16.7,8.4,8.4,101.0,48.0,361.0,186.0,101.0,48.0,361.0,183.0,False,False
536,8.0,,,,,,,,,2.0,-2.0,,,,,1.0,45.0,61.0,483.0,4.0,232.0,251.0,,5.0,,,,327.0,525.0,,,,,1.0,,2020,WR,119.1,119.1,14.9,14.9,61.0,23.0,151.0,69.0,61.0,23.0,150.0,62.0,False,False
7989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
4622,16.0,,,,,,,,,1.0,2.0,,,2.0,,,55.0,88.0,642.0,5.0,467.0,175.0,5.0,10.0,,,1.0,780.0,1027.0,,,,,1.0,,2020,WR,157.4,157.4,9.8,9.8,44.0,58.0,105.0,148.0,44.0,58.0,102.0,142.0,False,False
3041,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,46.0,,,,,,,2020,TE,0.0,0.0,0.0,0.0,97.0,97.0,484.0,484.0,97.0,97.0,483.0,483.0,False,False
10234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
7414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
7531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
11204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
13426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
11975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
147,5.0,,,,,,,,,1.0,12.0,,,4.0,,,14.0,26.0,236.0,1.0,171.0,65.0,2.0,2.0,,,,188.0,398.0,,,,,,,2020,WR,44.8,44.8,9.0,9.0,115.0,66.0,272.0,167.0,115.0,66.0,270.0,162.0,False,False
7237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
4605,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,373.0,,,,,,,2020,TE,0.0,0.0,0.0,0.0,97.0,97.0,484.0,484.0,97.0,97.0,483.0,483.0,False,False
7370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
8247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
7541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
4408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
5233,8.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,2.0,,1.0,,,,80.0,558.0,,,,,,,2020,TE,1.2,1.2,0.2,0.2,96.0,92.0,476.0,470.0,96.0,92.0,471.0,467.0,False,False
8148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
10444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
7090,16.0,,,,,,,,,4.0,20.0,,,,1.0,1.0,61.0,98.0,631.0,4.0,306.0,325.0,1.0,10.0,1.0,,,807.0,1107.0,,,,,,,2020,WR,150.1,150.1,9.4,9.4,48.0,62.0,113.0,156.0,48.0,62.0,109.0,149.0,False,False
2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
13085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
6539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
6238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
7612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
4217,8.0,,,,,,,,,2.0,17.0,,,14.0,1.0,,48.0,63.0,634.0,2.0,340.0,294.0,5.0,3.0,,,,449.0,538.0,,,,,2.0,,2020,TE,129.1,129.1,16.1,16.1,17.0,3.0,140.0,52.0,17.0,3.0,136.0,44.0,False,False
12100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
3319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
12480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
8215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
4955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
7529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
11628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
8061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
10210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
2306,4.0,11.0,7.0,75.0,,,2.0,14.0,4.0,8.0,-6.0,,,1.0,1.0,,,,,,,,,,,,,55.0,1041.0,,,,,,,2020,QB,2.4,0.9,0.6,0.2,61.0,67.0,450.0,445.0,64.0,66.0,473.0,467.0,False,False
4924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
13032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
1479,14.0,1.0,,,,,,,,1.0,-1.0,,,,,1.0,100.0,147.0,992.0,8.0,569.0,423.0,3.0,16.0,3.0,2.0,,883.0,1057.0,,,,,4.0,,2020,WR,251.1,251.1,17.9,17.9,13.0,8.0,38.0,33.0,13.0,8.0,36.0,30.0,True,True
5699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
3258,15.0,,,,,,,,,,,,,,,,14.0,21.0,95.0,1.0,31.0,64.0,,3.0,,,,371.0,1034.0,,,,,,,2020,TE,29.5,29.5,2.0,2.0,55.0,65.0,317.0,370.0,55.0,65.0,316.0,367.0,False,False
6164,7.0,,,,,,,,,,,,,,,,3.0,7.0,35.0,,27.0,8.0,1.0,2.0,,,,53.0,442.0,,,,,,,2020,TE,6.5,6.5,0.9,0.9,81.0,78.0,421.0,427.0,81.0,78.0,418.0,422.0,False,False
184,16.0,,,,,,,,,156.0,604.0,7.0,8.0,206.0,33.0,11.0,12.0,18.0,101.0,,-2.0,103.0,3.0,1.0,,,,303.0,1035.0,,,,,,,2020,RB,124.5,124.5,7.8,7.8,38.0,52.0,146.0,197.0,38.0,52.0,142.0,195.0,False,False
2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,TE,0.0,0.0,,,97.0,,484.0,,97.0,,483.0,,False,False
5549,16.0,,,,,,,,,39.0,169.0,1.0,,65.0,4.0,1.0,18.0,26.0,116.0,,-35.0,151.0,2.0,2.0,,,,283.0,1130.0,,,,,,,2020,RB,52.5,52.5,3.3,3.3,73.0,89.0,258.0,311.0,73.0,89.0,256.0,308.0,False,False
7211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,WR,0.0,0.0,,,188.0,,484.0,,188.0,,483.0,,False,False
3410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
11556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,QB,0.0,0.0,,,71.0,,484.0,,70.0,,483.0,,False,False
12188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,RB,0.0,0.0,,,131.0,,484.0,,131.0,,483.0,,False,False
4381,16.0,121.0,88.0,928.0,4.0,2.0,14.0,556.0,14.0,87.0,457.0,8.0,2.0,93.0,28.0,3.0,8.0,12.0,98.0,1.0,63.0,35.0,1.0,1.0,10.0,5.0,,485.0,1097.0,,,,,,,2020,TE,156.6,146.1,9.8,9.1,8.0,12.0,107.0,148.0,12.0,18.0,116.0,158.0,True,True
